service_id,service_en,service_fr,org_id,org_name_en,org_name_fr
851,Grant and contribution programs,Programmes de subventions et contributions,141,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
850,Category A - Authorizations under the Pest Control Product Regulations,Catégorie A - L'autorisation en vertu du Règlement sur les produits antiparasitaires,127,Health Canada,Santé Canada
849,Media Relations,Relations médias,141,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec
846,Grants for the Disposal of Surplus Lighthouses,Programme de subventions et de contributions pour l'aliénation de phares excédentaires,125,Fisheries and Oceans Canada,Pêches et Océans Canada
845,Regional Resilience Assessments,Évaluations de la résilience régionale,135,Public Safety Canada,Sécurité publique Canada
844,GCcase,GCcas,136,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
843,GCdocs,Gcdocs,136,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
840,Coordination of Federal Emergency Management (Government Operations Centre),Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement),135,Public Safety Canada,Sécurité publique Canada
839,Federal Emergency Communications Coordination,Coordination des communications fédérales d'urgence,135,Public Safety Canada,Sécurité publique Canada
838,NewsDesk,InfoMedia,135,Public Safety Canada,Sécurité publique Canada
832,Federal Leadership on Corrections and Criminal Justice Research,Leadership fédéral en recherche correctionnelle et en justice criminelle,135,Public Safety Canada,Sécurité publique Canada
822,Crime Prevention Inventory,Répertoire en prévention du crime,135,Public Safety Canada,Sécurité publique Canada
818,National Office for Victims,Bureau national pour les victimes d'actes criminels,135,Public Safety Canada,Sécurité publique Canada
817,Biology Casework Analysis Contribution Program,Programme de contribution aux analyses biologiques,135,Public Safety Canada,Sécurité publique Canada
816,Grants and Contributions Program to National Voluntary Organizations,Programme de subventions et de contributions pour les organismes bénévoles nationaux,135,Public Safety Canada,Sécurité publique Canada
815,National Flagging System Class Grant,Global de subventions du système national de repérage,135,Public Safety Canada,Sécurité publique Canada
814,Nation's Capital Extraordinary Policing Costs,Contribution pour les coûts extraordinaire des services de police de la capitale nationale,135,Public Safety Canada,Sécurité publique Canada
813,Major International Events Security Cost Framework,Cadre sur les coûts de sécurité des événements internationaux majeurs,135,Public Safety Canada,Sécurité publique Canada
811,Contribution to Combat Serious and Organized Crime,Programme de contribution pour combattre les crimes graves et le crime organisé,135,Public Safety Canada,Sécurité publique Canada
810,Aboriginal Community Safety Development Contribution,Contribution à l'amélioration de la sécurité des collectivités autochtones,135,Public Safety Canada,Sécurité publique Canada
809,Public Awareness Campaigns,Campagnes de sensibilisation auprès de la population,135,Public Safety Canada,Sécurité publique Canada
808,Access to Information and Privacy,Accès à l'information et protection des renseignements personnel,135,Public Safety Canada,Sécurité publique Canada
806,Canada Centre for Community Engagement and Prevention of Violence,Centre canadien d'engagement communautaire et de prévention de la violence,135,Public Safety Canada,Sécurité publique Canada
805,Ministerial Correspondence,Correspondance ministérielle,135,Public Safety Canada,Sécurité publique Canada
803,Listed Terrorist Entities,Entités terroristes inscrites,135,Public Safety Canada,Sécurité publique Canada
801,Safeguarding Science Outreach,Sensibilisation de la science en sécurité,135,Public Safety Canada,Sécurité publique Canada
800,Access to information and privacy,Accès à l’information et protection des renseignements personnels,333,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
798,Passenger Protect Inquiries Office (PPIO),Demandes de renseignement du Programme de protection des passagers (BRPPP),135,Public Safety Canada,Sécurité publique Canada
795,Cyber Security Cooperation Program,Programme de coopération en matière de cybersécurité,135,Public Safety Canada,Sécurité publique Canada
792,Critical Infrastructure Exercises,Exercices des infrastructures essentielles,135,Public Safety Canada,Sécurité publique Canada
790,Industrial Control Systems Symposiums and Technical Workshops,Symposium et ateliers techniques pour la sécurité des systèmes de contrôle,135,Public Safety Canada,Sécurité publique Canada
789,Critical Infrastructure Gateway,Portail des infrastructures essentielles,135,Public Safety Canada,Sécurité publique Canada
788,Virtual Risk Analysis,Analyse virtuelle des risques,135,Public Safety Canada,Sécurité publique Canada
779,Emergency Management Exercises,Exercices de gestion des urgences,135,Public Safety Canada,Sécurité publique Canada
775,National Disaster Mitigation Program,Programme national d'atténuation des catastrophes,135,Public Safety Canada,Sécurité publique Canada
772,Food and Drugs Act Liaison Office (FDALO),Bureau de liaison pour la Loi sur les aliments et les drogues (BLLAD),127,Health Canada,Santé Canada
771,Health Canada Publications,Publications de Santé Canada,127,Health Canada,Santé Canada
770,Statement of Need Program,Programme de déclaration de besoin pour les médecins diplômés,127,Health Canada,Santé Canada
768,Health Canada General Enquiries,Renseignements généraux pour Santé Canada,127,Health Canada,Santé Canada
767,Policy Development Contribution Program,Programme de contributions pour l'élaboration de politiques,135,Public Safety Canada,Sécurité publique Canada
766,Canadian Thalidomide Survivors Support Program,Programme canadien de soutien aux survivants de la thalidomide,127,Health Canada,Santé Canada
765,Official Languages Health Program,Programme pour les langues officielles en santé,127,Health Canada,Santé Canada
764,Health Care Policy Contribution Program,Programme de contributions pour les politiques en matière de soins de santé,127,Health Canada,Santé Canada
763,National Dosimetry Services,Services nationaux de la dosimétrie,127,Health Canada,Santé Canada
762,National Dose Registry,Fichier dosimétrique national,127,Health Canada,Santé Canada
761,Claim for Exemption under the Hazardous Materials Information Review Act,Demande de dérogation en vertu de la Loi sur le contrôle des renseignements relatifs aux matières dangereuses,127,Health Canada,Santé Canada
759,"Grant, Scholarship, Fellowship and Award Administration","Administration des subventions, des bourses et des octrois",230,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
758,Funding Decisions for Institutional Capacity,Décisions de financement relatives à la capacité institutionnelle,230,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
757,Funding Decisions for Grants to Researchers,Décisions sur le financement des subventions de recherche,230,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
756,Employee Assistance Services: Occupational Critical Incident Stress Management (,Services d'aide aux employés : Gestion du stress professionel à la suite d'un incident critique (GSPIC),127,Health Canada,Santé Canada
755,Electronic Data Interchange (EDI) - Application and Testing Process,Échange de données informatisé (EDI) – Processus de demande et d’essai,26,Canada Border Services Agency,Agence des services frontaliers du Canada
754,Employee Assistance Services: Informal Conflict Management Services,Services d’aide aux employés : Services d'assistance aux employés: Services de gestion informelle des conflits,127,Health Canada,Santé Canada
753,Employee Assistance Services: Trauma Services,Services d’aide aux employés : Services d’intervention post-traumatique,127,Health Canada,Santé Canada
752,Access to Information and Privacy,Accès à l'information et protection des renseignements personnels,26,Canada Border Services Agency,Agence des services frontaliers du Canada
751,Employee Assistance Services: Specialized Organizational Services,Services d’aide aux employés : Services organisationnels spécialisés,127,Health Canada,Santé Canada
750,Trade Appeals and Litigation,Appels des échanges commerciaux et litige,26,Canada Border Services Agency,Agence des services frontaliers du Canada
749,Enforcement and Appeals Litigation,Appels des mesures d'exécution et litige,26,Canada Border Services Agency,Agence des services frontaliers du Canada
748,Feedback Mechanism,Mécanisme de rétroaction,26,Canada Border Services Agency,Agence des services frontaliers du Canada
747,Access to Information and Privacy,Accès à l'information et la protection des renseignements personnels,127,Health Canada,Santé Canada
746,Drawback Claims,Demandes de drawback,26,Canada Border Services Agency,Agence des services frontaliers du Canada
745,Advance Rulings and National Customs Rulings,Décisions anticipées et décisions nationales des douanes,26,Canada Border Services Agency,Agence des services frontaliers du Canada
744,B2 Commercial Adjustments,Rajustements du secteur commercial (B2),26,Canada Border Services Agency,Agence des services frontaliers du Canada
743,Casual Refunds,Remboursement pour les importations occasionnelles,26,Canada Border Services Agency,Agence des services frontaliers du Canada
742,Coasting Trade License (CTL) Application,Demande de licence de cabotage,26,Canada Border Services Agency,Agence des services frontaliers du Canada
741,Duty Free Shop Licence Application,Demandes d'agrément de boutique hors taxes,26,Canada Border Services Agency,Agence des services frontaliers du Canada
740,Duties Relief Program Application,Exonération des droits,26,Canada Border Services Agency,Agence des services frontaliers du Canada
739,Public Service Occupational Health Program: Overseas Services,Programme de santé au travail de la fonction publique: Services à l’étranger,127,Health Canada,Santé Canada
738,Public Service Occupational Health Program: Reviews for Pension Purposes,Programme de santé au travail de la fonction publique: Examens aux fins de pension de retraite,127,Health Canada,Santé Canada
737,Release Prior to Payment Privilege,Privilège de la mainlevée avant le paiement,26,Canada Border Services Agency,Agence des services frontaliers du Canada
736,Public Service Occupational Health Program: Fitness to Work Evaluations,Programme de santé au travail de la fonction publique: Évaluations de l'aptitude au travail,127,Health Canada,Santé Canada
735,Public Service Occupational Health Program: Occupational Hygiene Advice and Cons,Programme de santé au travail de la fonction publique: Conseils et consultations en matière d'hygiène du travail,127,Health Canada,Santé Canada
734,Customs Broker Professional Examination and Customs Broker Licencing,Examen de compétences professionnelles des courtiers en douane et Agrément des courtiers en douane,26,Canada Border Services Agency,Agence des services frontaliers du Canada
733,Customs Sufferance Warehouse License Application,Agrément d'entrepôt d'attente des douanes,26,Canada Border Services Agency,Agence des services frontaliers du Canada
732,Public Service Occupational Health Program: Communicable Disease Prevention and,Programme de santé au travail de la fonction publique: Conseils relatifs à la prévention des maladies transmissibles,127,Health Canada,Santé Canada
731,Customs Bonded Warehouse Licence Application,Agrément d'entrepôt de stockage des douanes,26,Canada Border Services Agency,Agence des services frontaliers du Canada
730,Public Service Occupational Health Program: Occupational Health Evaluations,Programme de santé au travail de la fonction publique: Évaluations de la santé au travail,127,Health Canada,Santé Canada
729,Processing Vehicle Import Forms 1 and 3,Traitment des formulaires d'importation de véhicles 1 et 3,26,Canada Border Services Agency,Agence des services frontaliers du Canada
728,"Commercial Processing (highway, air, rail, marine, postal and courier)","Traitement commercial (routier, aérien, ferroviaire, maritime, postaux et messageries)",26,Canada Border Services Agency,Agence des services frontaliers du Canada
726,Employee Assistance Services: Employee Assistance Program,Services d’aide aux employés : Programme d’aide aux employés,127,Health Canada,Santé Canada
725,Employee Assistance Services,Services d’aide aux employés,127,Health Canada,Santé Canada
724,Request for Assistance Application for Intellectual Property Rights (IPR),Demande d'aide de droits de propriété intellectuelle,26,Canada Border Services Agency,Agence des services frontaliers du Canada
723,Cultural Property Export Permits,Biens culturels - Délivrance des licences d'exportation,26,Canada Border Services Agency,Agence des services frontaliers du Canada
722,Trusted Trader Application- Customs Self-Assessment (CSA),Demande de négociant digne de confiance - Programme d'autocotisation des douanes (PAD),26,Canada Border Services Agency,Agence des services frontaliers du Canada
721,Partners in Protection Program Membership Application Processing,Traitement des demandes d'adhésion au programme Partenaires en protection,26,Canada Border Services Agency,Agence des services frontaliers du Canada
720,Courier Low Value Shipments (CLVS) Program Application,Demande de programme des messageries d'expéditions de faible valeur (EFV),26,Canada Border Services Agency,Agence des services frontaliers du Canada
719,Carrier Code Application,Code de transporteur - Demande de participation,26,Canada Border Services Agency,Agence des services frontaliers du Canada
718,Provision of Information - Access to Information,Communication de renseignements - Accès à l'information,12,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique
717,Public Inquiries,Demandes de renseignements du publique,12,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique
716,Business Information Services,Service d'information aux entreprises de l'APECA,12,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique
712,Registry Services,Services de greffe,539,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs
707,Services to Communities,Services aux collectivités,12,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique
694,Services to Businesses and Business Organizations,Services aux entreprises et aux organismes commerciaux,12,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique
691,Funding Transfers to Administering Institutions,Transferts des fonds de subventions et de bourses aux établissements administrateurs,230,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
690,Direct Funding Payments,Versements faits directement aux boursiers,230,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
689,Marine program weather services,Services du programme météorologique maritime,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
688,Health and air quality forecast services,Services de prévision relatifs à la santé et à la qualité de l'air,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
687,Hydrometric data and information service,Service de données et d'informations hydrométriques,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
680,Customs Special Services,Services spéciaux des douanes,26,Canada Border Services Agency,Agence des services frontaliers du Canada
679,Border Information Service (BIS),Service d'information sur la frontière (SIF),26,Canada Border Services Agency,Agence des services frontaliers du Canada
678,Refugee Claims,Demandes d'asile,26,Canada Border Services Agency,Agence des services frontaliers du Canada
677,Immigration Secondary - Criminal Rehabilitation,Immigration secondaire - Réhabilitation criminelle,26,Canada Border Services Agency,Agence des services frontaliers du Canada
676,Immigration Secondary - (Temporary Resident Program) Temporary Resident Permit,Immigration secondaire (Programme des résidents temporaires) Visa de résident temporaire,26,Canada Border Services Agency,Agence des services frontaliers du Canada
675,Immigration Secondary (Temporary Resident Program) Study Permit,Immigration secondaire (Programme des résidents temporaires) Permis d'études,26,Canada Border Services Agency,Agence des services frontaliers du Canada
674,Immigration Secondary - (Temporary Resident Program) Work Permit,Immigration secondaire (Programme des résidents temporaires) Permis de travail,26,Canada Border Services Agency,Agence des services frontaliers du Canada
673,Immigration Secondary (Temporary Resident Program) Visitor,Immigration secondaire (Programme des résidents temporaires) Visiteur,26,Canada Border Services Agency,Agence des services frontaliers du Canada
672,Marine Traveller Processing,Traitement primaire des voyageurs - mode maritime,26,Canada Border Services Agency,Agence des services frontaliers du Canada
671,Rail Traveller Processing,Traitement primaire des voyageurs - mode ferroviaire,26,Canada Border Services Agency,Agence des services frontaliers du Canada
670,Air Traveller Processing,Traitement primaire des voyageurs - mode aérien,26,Canada Border Services Agency,Agence des services frontaliers du Canada
669,Traveller Processing,Traitement primaire des voyageurs,26,Canada Border Services Agency,Agence des services frontaliers du Canada
668,Commercial Driver Registration Program (CDRP) Application,Traitement des demandes du Programme d'inscription des chauffeurs du secteur commercial (PICSC),26,Canada Border Services Agency,Agence des services frontaliers du Canada
667,Free and Secure Trade Program (FAST) Driver Application,Traitement des demandes de participation au programme Expéditions rapides et sécuritaires (EXPRES),26,Canada Border Services Agency,Agence des services frontaliers du Canada
666,Remote Area Border Crossing (RABC) Permit Application,Permis de Passage à la frontière dans les régions éloignées (PFRE),26,Canada Border Services Agency,Agence des services frontaliers du Canada
665,CANPASS Suite of Programs Application,Traitement des demandes de participation à la suite de programmes CANPASS,26,Canada Border Services Agency,Agence des services frontaliers du Canada
664,NEXUS Program Application,Traitement des demandes de participation au programme NEXUS,26,Canada Border Services Agency,Agence des services frontaliers du Canada
663,Access to Justice in Both Official Languages Support Fund,Fonds d’appui à l’accès à la justice dans les deux langues officielles,132,Department of Justice Canada,Ministère de la Justice Canada
662,Indigenous Justice Program,Programme de justice autochtone,132,Department of Justice Canada,Ministère de la Justice Canada
661,Justice Partnership and Innovation Program,Programme juridique de partenariats et d'innovation,132,Department of Justice Canada,Ministère de la Justice Canada
660,Victims Fund,Fonds d'aide aux victimes,132,Department of Justice Canada,Ministère de la Justice Canada
659,Youth Justice Fund,Fonds du système de justice pour les jeunes,132,Department of Justice Canada,Ministère de la Justice Canada
658,Access to Information and Privacy (ATIP),Accès à l'information et protection des renseignements personnels (AIPRP),132,Department of Justice Canada,Ministère de la Justice Canada
657,CanNor Grants and Contributions,Subventions et contributions CanNor,86,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord
656,"Grant, Scholarship, Fellowship and Award Administration","Administration des subventions, des bourses de perfectionnement et des bourses d'études",306,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
655,"Grant, Scholarship and Fellowship Funding Transfers to Administering Institution",Transferts de subventions et de bourses d'études et de perfectionnement à des établissements administrateurs,306,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
429,Access to Information and Privacy,Accès à l'information et protection des renseignements personnels,174,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
428,Detention Reviews,Contrôle des motifs de détention,174,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
427,Admissibility Hearings,Enquêtes,174,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
426,Immigration Appeals,Appels en matière d'immigration,174,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada
425,Direct Funding Payments,Paiements d'aide financière directs,306,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
424,Interference Complaints,Plaintes pour ingérence,210,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
423,Conduct Complaints,Plaintes pour inconduites,210,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada
357,Funding Decisions for Institutional Capacity,Décisions sur le financement de la capacité institutionnelle,306,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
356,Memorial Grant Program for First Responders,Programme de subvention commémoratif pour les premiers répondants,135,Public Safety Canada,Sécurité publique Canada
355,Avalanche Canada,Avalanche Canada,135,Public Safety Canada,Sécurité publique Canada
354,Shock Trauma Air Rescue Ambulance Service,Shock Trauma Air Rescue Ambulance Service,135,Public Safety Canada,Sécurité publique Canada
353,Financial assistance agreement – Lac Mégantic,Accord d’aide financière - Lac Mégantic,135,Public Safety Canada,Sécurité publique Canada
352,Funding for First Nation and Inuit Policing Facilities Program (FNIPF),Programme de financement des installations pour les services de police des Premières Nations et des Inuits (PISPPNI),135,Public Safety Canada,Sécurité publique Canada
351,Gun and Gang Violence Action Fund,Fonds de lutte contre la violence liée aux armes à feu et aux gangs,135,Public Safety Canada,Sécurité publique Canada
344,Communities at Risk: Security Infrastructure Program,Programme de financement des projets d'infrastructure de sécurité pour les collectivités à risque,135,Public Safety Canada,Sécurité publique Canada
341,Northern and Indigenous Crime Prevention Fund,Fonds de prévention du crime chez les collectivités Autochtones et du Nord,135,Public Safety Canada,Sécurité publique Canada
339,International Association of Fire Fighters,Programme de contribution a l'Association international des pompiers,135,Public Safety Canada,Sécurité publique Canada
337,Crime Prevention Action Fund,Fonds d'action en prévention du crime,135,Public Safety Canada,Sécurité publique Canada
335,Community Resilience Fund,Fonds pour la résilience communautaire,135,Public Safety Canada,Sécurité publique Canada
324,Receipt of requests to use the territory,Réception des demandes d'utilisation du territoire,218,The National Battlefields Commission,Commission des champs de bataille nationaux
315,Access to Information Requests,Accès à l'information,221,Canada Energy Regulator,Régie de l'énergie du Canada
314,Responding to Library Requests,Demandes à la bibliothèque,221,Canada Energy Regulator,Régie de l'énergie du Canada
309,Processing Participant Funding Requests,Traitement des demandes d'aide financière aux participants,221,Canada Energy Regulator,Régie de l'énergie du Canada
304,Processing Canada Petroleum Resources Act Applications,Traitement des demandes aux termes de la Loi fédérale sur les hydrocarbures,221,Canada Energy Regulator,Régie de l'énergie du Canada
299,Processing Canada Oil and Gas Operations Act Applications,Traitement des demandes aux termes de la Loi sur les opérations pétrolières au Canada,221,Canada Energy Regulator,Régie de l'énergie du Canada
296,Processing Landowner Complaints,Règlement des plaintes des propriétaires fonciers,221,Canada Energy Regulator,Régie de l'énergie du Canada
294,Processing Non-hearing Applications under the Canadian Energy Regulator Act S214,Traitement des demandes n'exigeant pas d'audience publique aux termes de l'article 214 de la loi sur la Régie canadienne de l'énergie.,221,Canada Energy Regulator,Régie de l'énergie du Canada
293,Electricity Export Permits,Permis d'exportation d'électricité,221,Canada Energy Regulator,Régie de l'énergie du Canada
292,Export Authorizations,Autorisations d'exportation,221,Canada Energy Regulator,Régie de l'énergie du Canada
291,Hearing Recommendations/Decisions,Demandes nécessitant une audience,221,Canada Energy Regulator,Régie de l'énergie du Canada
290,Processing Applications for Long-term Export License,Traitement des demandes présentées pour licence d'exportation à long terme,221,Canada Energy Regulator,Régie de l'énergie du Canada
289,"Processing Applications under the National Energy Board Act, sections 52, 58 or","Traitement des demandes présentées aux termes de l’article 52, 58 ou 58.16 de la loi sur l'Office national de l'énergie.",221,Canada Energy Regulator,Régie de l'énergie du Canada
288,Youth Gang Prevention Fund,Fonds de lutte contre les activités des gangs de jeunes,135,Public Safety Canada,Sécurité publique Canada
285,Disaster Financial Assistance Arrangements,Accords d'aide financière en cas de catastrophe,135,Public Safety Canada,Sécurité publique Canada
284,Workers Compensation Program,Programme d'indemnisation des travailleurs,135,Public Safety Canada,Sécurité publique Canada
283,Search and Rescue Volunteer Association of Canada Contribution,Programme de contribution de l'Association canadienne des volontaires en recherche et de sauvetage,135,Public Safety Canada,Sécurité publique Canada
282,Search and Rescue New Initiatives Fund,Fonds des nouvelles initiatives de recherche et sauvetage,135,Public Safety Canada,Sécurité publique Canada
280,Heavy Urban Search and Rescue,Recherche et sauvetage en milieu urbain à l'aide d'équipement lourd,135,Public Safety Canada,Sécurité publique Canada
278,COSPAS-SARSAT Secretariat Contribution,Contribution du secrétariat COSPAS-SARSAT,135,Public Safety Canada,Sécurité publique Canada
268,Environmental Funding - Great Lakes Protection Initiative,Initiative de protection des Grands Lacs,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
267,Environmental Funding - Habitat Stewardship Program,Programme d'intendance de l'habitat pour les espèces en péril,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
265,Environmental Funding - Lake Winnipeg Basin Program,Le programme du bassin du lac Winnipeg,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
263,Environmental Funding - EcoAction Community Funding Program,Appel de propositions pour ÉcoAction,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
262,Hazardous Waste Export and Import Permits,Permis d’exportation et d’importation de déchets dangereux,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
261,Permit for disposal at sea,Permis pour l'immersion en mer,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
255,Environmental Funding - Atlantic Ecosystems Initiatives,Initiatives des écosystèmes de l'Atlantique,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
254,Environmental Funding - Aboriginal Fund for Species at Risk,Fonds autochtone pour les espèces en péril,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
249,Permits of equivalent levels of environmental safety,Permis de sécurité environnementale équivalente,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
247,Climate Change Funding Programs - Low Carbon Economy Challenge: Champions Stream,Défi pour une économie à faibles émissions de carbone: volet des champions,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
245,Climate Change Funding Programs - Low Carbon Economy Leadership Fund,Le Fonds du leadership pour une économie à faibles émissions de carbone,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
244,Migratory Game Bird Hunting Permits,Permis de chasse aux oiseaux migrateurs considérés comme gibier,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
243,Species at Risk Act Permit System,Système de permis de la Loi sur les espèces en péril,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
208,Management and Oversight,Gestion et Surveillance,99,Canadian Transportation Agency,Office des transports du Canada
204,Money Services Businesses - Registry Search,Entreprises de services monétaires – Recherche d'entités inscrites,152,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
195,Money Services Businesses (MSBs) Registry - Registration,Registre des entreprises de services monétaires (ESM) – Inscription,152,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
192,RCMP- Contract & Indigenous Policing (C & IP),(GRC) Services de police contractuels et autochtones (SPCA),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
178,Funding Decisions for Grants to Researchers,Décisions sur le financement des subventions de recherche,306,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
173,Funding Decisions for Scholarships and Fellowships,Décisions sur le financement des bourses,306,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
172,Enquiries for Reporting Entities,Demandes de renseignements d'entités déclarantes,152,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
171,Disclosures of Financial Intelligence,Communications de renseignements financiers,152,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
170,Receiving Financial Transaction Reports,Réception de déclaration d'opérations financières,152,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada
169,Funding Decisions for Scholarships and Fellowships,Décisions sur le financement des bourses,230,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
168,"Information, Advice and Expertise","Information, Conseils et Expertise",99,Canadian Transportation Agency,Office des transports du Canada
167,Determinations and Compliance,Déterminations et Conformité,99,Canadian Transportation Agency,Office des transports du Canada
166,Rule-Making,Prise de Règlements,99,Canadian Transportation Agency,Office des transports du Canada
165,Dispute Resolution,Règlement des Différends,99,Canadian Transportation Agency,Office des transports du Canada
164,AgriMarketing Program: Small and Medium-sized Enterprisers,Programme Agri-marketing : Volet Petites et moyennes entreprises,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
163,Living Laboratories Initiative: Collaborative Program,Initiative des laboratoires vivants : Programme de collaboration,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
162,Indigenous Agriculture and Food Systems Initiative,Initiative sur les systèmes agricoles et alimentaires autochtones,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
161,AgriDiversity,Programme Agri-diversité,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
160,Information Services,Services d'information,117,Correctional Service Canada,Service correctionnel Canada
158,AgriAssurance: Small and Medium-sized Enterprise,Programme Agri-assurance : Volet Petites et moyennes entreprises,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
157,Access to Information and Privacy,Accès à l’information et de protection des renseignements personnels,117,Correctional Service Canada,Service correctionnel Canada
156,Dairy Farm Investment Program Producers,Programme d'investissement pour fermes laitières,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
155,CSC National Victim Services Program,Programme national de services aux victims du SCC,117,Correctional Service Canada,Service correctionnel Canada
154,Dairy Processing Investment Fund,Fonds d'investissement dans la transformation des produits laitiers,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
153,Access to Information and Privacy,L'accès à l'information et de la protection des renseignements personnels,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
152,Canada Brand,Guichet unique pour l'accès aux marchés - Marque Canada,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
150,Market Access Single Window,Guichet unique pour l'accès aux marchés,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
149,Market Intelligence and Information Service,Services de renseignements sur les marchés,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
148,Canada Pavilion Program,Programme du pavillon du Canada,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
147,Agricultural Greenhouse Gas Program,Programme de lutte contre les gaz à effet de serre en agriculture,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
146,Canadian Agricultural Strategic Priorities Program,Programme canadien des priorités stratégiques de l’agriculture,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
145,Youth Employment and Skills Program,Programme d’emploi et de compétences des jeunes,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
144,AgriCompetitiveness,Programme Agri-compétitivité,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
140,AgriRisk: Administrative Capacity Stream,Initiatives Agri-risques: Volet de renforcement des capacités administratives,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
139,AgriInnovate Program,Programme Agri-innover,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
